ID,Text,Score,Sentiment,Time
8844,"Jane smiled, as it was the yummiest cake she had ever tasted",5,Positive,2026-03-25 20:23:49
8843,They cut it up and shared it between them,1,Positive,2026-03-25 20:23:49
8842,"So, Jane and her daddy used the green powder to make a special cake",4,Positive,2026-03-25 20:23:49
8841,"""Let's make a special cake with it,"" she said",4,Positive,2026-03-25 20:23:49
8840,"When they got home, Daddy asked Jane what she wanted to do with the green powder",0,Neutral,2026-03-25 20:23:49
8839,They filled the bucket up with the powder and started walking home,0,Neutral,2026-03-25 20:23:49
8838,""" So Jane and her daddy started gathering the powder into a bucket",0,Neutral,2026-03-25 20:23:49
8837,"""Let's gather some of it together and take it home with us",0,Neutral,2026-03-25 20:23:49
8836,"""That's special powder, Jane,"" her daddy replied",4,Positive,2026-03-25 20:23:49
8835,"""What is that Daddy?"" Jane asked",0,Neutral,2026-03-25 20:23:49
8834,Jane walked closer to the tree and saw that the powder was made of tiny green pieces,0,Neutral,2026-03-25 20:23:49
8833,Jane saw something very special - a big green tree with green powder around it,9,Positive,2026-03-25 20:23:49
8832,"One day, Jane and her daddy were at the park",0,Neutral,2026-03-25 20:23:49
8831,"And with that, she waved goodbye and continued her journey",0,Neutral,2026-03-25 20:23:49
8830,"In the end, they all said goodbye and the little girl said â€œThank you so much for welcoming me! I had so much fun!â€",5,Positive,2026-03-25 20:23:49
8829,They spent a lovely day together playing and exploring the lake,7,Positive,2026-03-25 20:23:49
8828,All the animals were so happy that she came to visit the modest lake,7,Positive,2026-03-25 20:23:49
8827,She laughed and made so many friends,7,Positive,2026-03-25 20:23:49
8826,The little girl was so happy to meet the animals and she replied â€œhi! Itâ€™s so nice to meet you!â€ The little girl roamed around the lake and animals went with her,9,Positive,2026-03-25 20:23:49
8825,The animals were so excited to see a human for the first time! The squirrel welcomed her with a friendly â€œhiâ€ and the deer said â€œhelloâ€,8,Positive,2026-03-25 20:23:49
8824,"One day, a little 3 year old girl arrived at the lake",0,Neutral,2026-03-25 20:23:49
8823,All the animals around were waiting to welcome a new visitor,5,Positive,2026-03-25 20:23:49
8822,Once upon a time there was a modest lake in the middle of the forest,0,Neutral,2026-03-25 20:23:49
8821,"They had lots of fun, and they both learnt a lot",5,Positive,2026-03-25 20:23:49
8820,The rabbit was very happy and the next day they both went off together to study the animals in the forest,10,Positive,2026-03-25 20:23:49
8819,"Just come with me tomorrow, and I will show you how to study the animals in the forest""",0,Neutral,2026-03-25 20:23:49
8818,""" The fox smiled and said, ""You can",5,Positive,2026-03-25 20:23:49
8817,""" The rabbit said, ""That sounds very interesting! I wish I could study too",10,Positive,2026-03-25 20:23:49
8816,I like to find out how they live and what they do,4,Positive,2026-03-25 20:23:49
8815,"The fox replied, ""I like to study the animals that live in the forest",4,Positive,2026-03-25 20:23:49
8814,"One day, she asked a rabbit who was hopping by, ""Do you know what I study every day?"" The rabbit looked up and said, ""No, I don't know, what do you study?""",-3,Negative,2026-03-25 20:23:49
8813,"She was very curious, and every day she liked to study the forest animals",10,Positive,2026-03-25 20:23:49
8812,"Once upon a time, there was a tall fox who lived in the forest",0,Neutral,2026-03-25 20:23:49
8811,The End,0,Neutral,2026-03-25 20:23:49
8810,"After that, they ran off and played their favourite game",3,Positive,2026-03-25 20:23:49
8809,Both of them were glad that they had been obedient and followed the rules,5,Positive,2026-03-25 20:23:49
8808,"The brother said ""Come on, just take it! It'll be fun!"" The sister replied firmly ""No! That would be wrong, stealing is not allowed!"" Eventually, the brother listened to his sister and put the mug back",-10,Negative,2026-03-25 20:23:49
8807,The brother was very tempted to steal it but the sister was obedient and wouldn't let him,1,Positive,2026-03-25 20:23:49
8806,"It was big, colourful and looked like it belonged to a magical creature",4,Positive,2026-03-25 20:23:49
8805,One day they went to the park and saw the most interesting mug,5,Positive,2026-03-25 20:23:49
8804,Once upon a time there was a brother and sister who loved to play together,7,Positive,2026-03-25 20:23:49
8803,Working together makes chores much easier!,4,Positive,2026-03-25 20:23:49
8802,"In the end, the little rabbit learned a valuable lesson: when you have big tasks ahead of you, it's okay to ask for help",8,Positive,2026-03-25 20:23:48
8801,Then his mommy asked him to wipe the table and the two of them wiped it together,0,Neutral,2026-03-25 20:23:48
8800,The adorable little rabbit nodded and smiled in agreement,9,Positive,2026-03-25 20:23:48
8799,"It's so much nicer to do them together, isn't it?""",5,Positive,2026-03-25 20:23:48
8798,"After they finished, his daddy said to him, ""Helping each other can make chores seem like less of a chore",6,Positive,2026-03-25 20:23:48
8797,He took the rake and together they finished raking the garden in no time,-3,Negative,2026-03-25 20:23:48
8796,His daddy saw him struggling and decided to help him,0,Negative,2026-03-25 20:23:48
8795,So he raked and raked but it was a lot of work and he got tired very quickly,-2,Negative,2026-03-25 20:23:48
8794,His mommy told him to rake the leaves in the garden,0,Neutral,2026-03-25 20:23:48
8793,Once upon a time there was an adorable little rabbit,5,Positive,2026-03-25 20:23:48
8792,She had done an amazing job with the rake and was super proud of herself,9,Positive,2026-03-25 20:23:48
8791,"Tilly grabbed her rake, feeling warm and happy inside",7,Positive,2026-03-25 20:23:48
8790,She gave herself a big hug to celebrate,8,Positive,2026-03-25 20:23:48
8789,Tilly was so proud of herself,6,Positive,2026-03-25 20:23:48
8788,The ground was so clean and tidy,5,Positive,2026-03-25 20:23:48
8787,"When she was finished, Tilly stood back and admired her work",5,Positive,2026-03-25 20:23:48
8786,She even found some shiny objects under the leaves,0,Neutral,2026-03-25 20:23:48
8785,She smiled as the pile grew bigger,5,Positive,2026-03-25 20:23:48
8784,"Tilly carefully moved the rake back and forth against the ground, pushing the leaves into a pile",1,Positive,2026-03-25 20:23:48
8783,The ground was icy so Tilly took some small steps to steady herself,0,Neutral,2026-03-25 20:23:48
8782,She held the rake in front of her and carefully balanced the leaves,1,Positive,2026-03-25 20:23:48
8781,She grabbed a rake and started cleaning up the leaves on the ground,0,Neutral,2026-03-25 20:23:48
8780,"One cold winter day, Tilly was outside helping in the garden",3,Positive,2026-03-25 20:23:48
8779,Jim smiled and couldn't wait to show his friends his new haircut,8,Positive,2026-03-25 20:23:48
8778,"""Well done, my boy!"" she said, giving him a big hug",8,Positive,2026-03-25 20:23:48
8777,She was so proud of him for sitting so still for such a long time,6,Positive,2026-03-25 20:23:48
8776,Mum smiled when she saw Jim,5,Positive,2026-03-25 20:23:48
8775,"When Jim looked in the mirror, he saw the best haircut ever! He was so happy, he forgot all about being scared",8,Positive,2026-03-25 20:23:48
8774,"Soon, Jim felt his hair being trimmed, and the barber even gave him some funny glasses to look through",4,Positive,2026-03-25 20:23:48
8773,"The barber put a cape around him, and the chair felt like a magic carpet ride",4,Positive,2026-03-25 20:23:48
8772,""" Jim's frown disappeared and he couldn't help but be excited",3,Positive,2026-03-25 20:23:48
8771,"""I'll look after you and give you the best haircut ever",3,Positive,2026-03-25 20:23:48
8770,He smiled and handed Jim a big lollipop,5,Positive,2026-03-25 20:23:48
8769,"""Don't worry,"" said the barber",3,Positive,2026-03-25 20:23:48
8768,It was his first time getting a haircut! He didn't want his mum to leave him alone with the strange man,-5,Negative,2026-03-25 20:23:48
8767,Jim was very frightened when he arrived at the barber's shop,-1,Negative,2026-03-25 20:23:48
8766,"And with that, the tie was forgotten and the little girl was happy once more",4,Positive,2026-03-25 20:23:48
8765,The little girl was very happy and promised to never do anything naughty again,10,Positive,2026-03-25 20:23:48
8764,He said he still loved her and that she must never do such a naughty thing again,6,Positive,2026-03-25 20:23:48
8763,"The daddy gave the little girl a big, big hug and said it was alright",6,Positive,2026-03-25 20:23:48
8762,The little girl knew she had done something wrong and she was sorry,-5,Negative,2026-03-25 20:23:48
8761,"He had worked very hard to buy that tie, and now it was gone",2,Positive,2026-03-25 20:23:48
8760,The little girlâ€™s daddy was very sad,-1,Negative,2026-03-25 20:23:48
8759,The tie was ruined and couldnâ€™t be fixed,-5,Negative,2026-03-25 20:23:48
8758,"The little girl felt very bad about what sheâ€™d done, but it was too late",1,Positive,2026-03-25 20:23:48
8757,It began to rot away in the soil,0,Neutral,2026-03-25 20:23:48
8756,She took her daddyâ€™s tie and put it in the dirt,-3,Negative,2026-03-25 20:23:48
8755,One day she do something very naughty,4,Positive,2026-03-25 20:23:48
8754,She was very naughty and always misbehaving,0,Negative,2026-03-25 20:23:48
8753,Once there was a naughty little girl,0,Neutral,2026-03-25 20:23:48
8752,Everyone was so amazed by the ancient case,6,Positive,2026-03-25 20:23:48
8751,He kept it on his shelf for all to see,0,Neutral,2026-03-25 20:23:48
8750,He was so proud and he knew this case was very special,10,Positive,2026-03-25 20:23:48
8749,He rushed home and when they saw the case they were so surprised,4,Positive,2026-03-25 20:23:48
8748,He smiled and couldn't wait to show his mum and dad,5,Positive,2026-03-25 20:23:48
8747,He quickly picked it up and wrapped it up with a big red bow,0,Neutral,2026-03-25 20:23:48
8746,He was so excited and he knew this case was perfect,8,Positive,2026-03-25 20:23:48
8745,He couldn't believe his eyes,0,Neutral,2026-03-25 20:23:47
8744,It was full of unbelievably shiny gems and jewels,5,Positive,2026-03-25 20:23:47
8743,He picked it up and looked inside,0,Neutral,2026-03-25 20:23:47
8742,He went to a shop and saw an ancient case,0,Neutral,2026-03-25 20:23:47
8741,"Once upon a time, there was a baby who wanted to pick something special",4,Positive,2026-03-25 20:23:47
8740,"From that day forth, Bill always remembered the frog's advice and faced his fear, no matter how tough it seemed",-6,Negative,2026-03-25 20:23:47
8739,"He soon realized that sometimes, being brave and facing tough things can be quiet rewarding",7,Positive,2026-03-25 20:23:47
8738,""" Bill smiled back, thanked the frog, and continued his adventure",8,Positive,2026-03-25 20:23:47
8737,Everyone gets scared sometimes,-4,Negative,2026-03-25 20:23:47
8736,""" The frog smiled and said, ""There's nothing wrong with being scared, just always be brave and face your fear",5,Positive,2026-03-25 20:23:47
8735,"The frog bellowed ""Where are you going? Don't be a scaredy-cat!"" It made Bill feel better as he stopped and said shyly, ""I'm sorry, I thought you were scary",-5,Negative,2026-03-25 20:23:47
8734,"Bill was so scared, he blinked his eyes and scurried away",-6,Negative,2026-03-25 20:23:47
8733,"Suddenly, a big, tough frog jumped out from the bushes",-1,Negative,2026-03-25 20:23:47
8732,"Curious, he crept closer to take a look",3,Positive,2026-03-25 20:23:47
8731,"One day, Bill was walking around when he heard a noise in the bushes",0,Neutral,2026-03-25 20:23:47
8730,He had 8 small legs and loved exploring in the garden,6,Positive,2026-03-25 20:23:47
8729,"Once upon a time, there was a caterpillar called Bill",0,Neutral,2026-03-25 20:23:47
8728,She knew that she had met something very unique that day,4,Positive,2026-03-25 20:23:47
8727,"From that moment on, Ella was sure that her wishes would come true",7,Positive,2026-03-25 20:23:47
8726,"She thanked the magical stove and stepped back, returning to her home",4,Positive,2026-03-25 20:23:47
8725,Ella was so happy,7,Positive,2026-03-25 20:23:47
8724,The magical stove granted all of Ella's wishes in an instant,4,Positive,2026-03-25 20:23:47
8723,She thought for a short moment and made her wishes,2,Positive,2026-03-25 20:23:47
8722,But she was also excited about her wishes,6,Positive,2026-03-25 20:23:47
8721,Ella was baffled,0,Neutral,2026-03-25 20:23:47
8720,"It said, ""I'm a magical stove! I can grant you three wishes!""",5,Positive,2026-03-25 20:23:47
8719,It was coming from the stove,0,Neutral,2026-03-25 20:23:47
8718,"Suddenly, out of nowhere, Ella heard a voice",0,Neutral,2026-03-25 20:23:47
8717,"Ella stepped closer to the stove and asked, ""Who are you?""",0,Neutral,2026-03-25 20:23:47
8716,It was very unique! Ella looked around and saw nobody,4,Positive,2026-03-25 20:23:47
8715,"Ella followed the pathway until she reached a big, red stove in the middle of the forest",1,Positive,2026-03-25 20:23:47
8714,"Then, she stepped out of her house and started walking",0,Neutral,2026-03-25 20:23:47
8713,Ella grabbed her toys and her backpack,0,Neutral,2026-03-25 20:23:47
8712,"She was very excited, because today was a very special day",10,Positive,2026-03-25 20:23:47
8711,"Once, there was a little girl named Ella",0,Neutral,2026-03-25 20:23:47
8710,Everyone in the park was happy to hear this and the kitty lived happily ever after,8,Positive,2026-03-25 20:23:47
8709,"In fact, the kitty was so careful that it never lost the brush again",5,Positive,2026-03-25 20:23:47
8708,The kitty was very careful with the brush from then on,6,Positive,2026-03-25 20:23:47
8707,"The rabbit said, ""If you want the brush back, then you must be careful and not let it get lost again!"" The kitty agreed and happily went off with the brush",0,Positive,2026-03-25 20:23:47
8706,The kitty asked the rabbit if he could lend the brush,0,Neutral,2026-03-25 20:23:47
8705,"One day, the kitty was playing in the park when it saw its special brush with a rabbit",5,Positive,2026-03-25 20:23:47
8704,"Every day, the kitty was so careless with the brush that it got lost",-7,Negative,2026-03-25 20:23:47
8703,"Each day, the kitty would lend the brush to a friend in the park",5,Positive,2026-03-25 20:23:47
8702,Once upon a time there was a kitty who liked to play with a special brush,8,Positive,2026-03-25 20:23:47
8701,"From then on, they were the best of friends",8,Positive,2026-03-25 20:23:47
8700,""" The two animals laughed happily",8,Positive,2026-03-25 20:23:47
8699,""" The owl smiled and said, ""Yes, we did",7,Positive,2026-03-25 20:23:47
8698,"The bear hugged the owl and said, ""We did it! We made it out of there together",4,Positive,2026-03-25 20:23:47
8697,"Together, they ran through the forest until they emerged into the night sky, safe and sound",4,Positive,2026-03-25 20:23:47
8696,"He said, ""Let's leave this place! Quickly!"" The owl got alert and flapped its wings",2,Positive,2026-03-25 20:23:47
8695,The bear started to tremble,-3,Negative,2026-03-25 20:23:47
8694,""" Suddenly, they heard a loud noise",0,Neutral,2026-03-25 20:23:47
8693,I feel safer with you here,4,Positive,2026-03-25 20:23:46
8692,""" The owl said, ""Thank you, bear",4,Positive,2026-03-25 20:23:46
8691,I'm here with you,0,Neutral,2026-03-25 20:23:46
8690,"I can barely see!"" The bear said, ""Don't be scared, little owl",3,Positive,2026-03-25 20:23:46
8689,"The owl said, ""The trees are so dark here",0,Neutral,2026-03-25 20:23:46
8688,"The second animal was a small, alert owl",3,Positive,2026-03-25 20:23:46
8687,"The first animal was a big, strong bear",5,Positive,2026-03-25 20:23:46
8686,"One night, two brave animals were walking through a dark forest",5,Positive,2026-03-25 20:23:46
8685,Being thoughtful and using kind words can help keep friendships strong,9,Positive,2026-03-25 20:23:46
8684,""" The moral of the story is that it is important to choose the right words when you talk to your friends",6,Positive,2026-03-25 20:23:46
8683,We should always pick the right word to use when we talk to each other,0,Neutral,2026-03-25 20:23:46
8682,"""That's a good idea",4,Positive,2026-03-25 20:23:46
8681,"Sam laughed and said, ""I think I should pick a better word next time!"" Bob smiled and nodded",9,Positive,2026-03-25 20:23:46
8680,"Listen, what sound does it make?"" Suddenly, the crow made a loud sound that sounded like ""Caw, Caw!"" ""That's a Caw,"" Bob smiled",7,Positive,2026-03-25 20:23:46
8679,"Bob smiled and said, ""That's a Crow",5,Positive,2026-03-25 20:23:46
8678,"""What's that?"" he asked Bob",0,Neutral,2026-03-25 20:23:46
8677,Sam picked a flower and then pointed to a black bird in a tree,0,Neutral,2026-03-25 20:23:46
8676,They were playing together in the garden one day,2,Positive,2026-03-25 20:23:46
8675,Once there were two friends named Bob and Sam,5,Positive,2026-03-25 20:23:46
8674,She never imagined it would end this way,0,Neutral,2026-03-25 20:23:46
8673,She still remembers it with sadness,-4,Negative,2026-03-25 20:23:46
8672,The little girl was never able to wear her dress again,0,Neutral,2026-03-25 20:23:46
8671,"Tears ran down her face, and she had to go home without her perfect dress",-6,Negative,2026-03-25 20:23:46
8670,She felt so sad and embarrassed,-8,Negative,2026-03-25 20:23:46
8669,"The dress was too fancy, too 'fit' for school",4,Positive,2026-03-25 20:23:46
8668,But then her teacher told her she couldn't wear it,0,Neutral,2026-03-25 20:23:46
8667,She knew that it was the best choice she had ever made,6,Positive,2026-03-25 20:23:46
8666,She was so proud and happy,8,Positive,2026-03-25 20:23:46
8665,"When she got to school, all the other students crowded around to admire her dress",5,Positive,2026-03-25 20:23:46
8664,"She was so excited, she decided to wear it that same day",5,Positive,2026-03-25 20:23:46
8663,"It was her favourite colour, and it fit her perfectly",8,Positive,2026-03-25 20:23:46
8662,"One day, she found the most perfect dress",6,Positive,2026-03-25 20:23:46
8661,"Every day, she would go searching for new clothes that she could wear",0,Neutral,2026-03-25 20:23:46
8660,She spent all of her time imagining what it would be like to have the perfect outfit for her,7,Positive,2026-03-25 20:23:46
8659,"Once upon a time, there was a little girl who loved fashion",6,Positive,2026-03-25 20:23:46
8658,"Annie learned that even if you are nosy, it is important to follow the advice of others and mind what you are doing",2,Positive,2026-03-25 20:23:46
8657,"Now why donâ€™t we just run away and leave the arrow in peace?â€ And so, Annie and Wilbur ran away",-1,Negative,2026-03-25 20:23:46
8656,""" Wilbur smiled back and replied, â€œThatâ€™s very wise young lady",10,Positive,2026-03-25 20:23:46
8655,"â€ Annie smiled and said, â€œThank you Wilbur, I will mind your advice",5,Positive,2026-03-25 20:23:46
8654,"I was worried that you may get injured, so I shouted",-6,Negative,2026-03-25 20:23:46
8653,"The old man said, â€œMy name is Wilbur and I was just minding my own business when I saw you walking towards the arrow",0,Neutral,2026-03-25 20:23:46
8652,"She walked up to the arrow and suddenly a voice shouted at her from behind, â€œBe careful not to touch it!â€ Annie jumped back in fright and saw an old man",-8,Negative,2026-03-25 20:23:46
8651,Annie was nosy and wanted to take a closer look,0,Neutral,2026-03-25 20:23:46
8650,In the middle of the clearing was an arrow,0,Neutral,2026-03-25 20:23:46
8649,"One day, she was walking in the forest and came across a clearing",0,Neutral,2026-03-25 20:23:46
8648,She was only three years old but she was full of energy and liked to explore,7,Positive,2026-03-25 20:23:46
8647,"Once upon a time, there was a little girl named Annie",0,Neutral,2026-03-25 20:23:46
8646,"When Jack got home he opened a bottle of the bad wine and took a sip - it tasted horrible! He thought to himself, ""Maybe I should have asked for something else!""",-8,Negative,2026-03-25 20:23:46
8645,Jack thanked the shopkeeper and went home,4,Positive,2026-03-25 20:23:46
8644,""" The shopkeeper counted out two bottles of wine and handed them to Jack",0,Neutral,2026-03-25 20:23:46
8643,"Are you sure you want it?"" Jack thought for a moment then said, ""Yes, I will take it",6,Positive,2026-03-25 20:23:46
8642,It's bad though,-5,Negative,2026-03-25 20:23:46
8641,"He walked up to a store and asked the shopkeeper, ""Do you have any wine?"" The shopkeeper replied, ""Yes, I have some",4,Positive,2026-03-25 20:23:45
8640,He wanted some wine but he didn't have any,0,Neutral,2026-03-25 20:23:45
8639,Jack was feeling a bit sad,-4,Negative,2026-03-25 20:23:45
8638,"Next time, she would know that she shouldn't leave getting milk too late",0,Positive,2026-03-25 20:23:45
8637,Cindy was happy that she had recognized the problem,2,Positive,2026-03-25 20:23:45
8636,They were relieved that the shopkeeper had already taken care of the problem,5,Positive,2026-03-25 20:23:45
8635,But then they noticed something even more strange: the milk was gone too! The family soon realized what had happened: the shopkeeper had been preparing for a snowstorm and had run out of milk,-4,Negative,2026-03-25 20:23:45
8634,When Cindy told her family the news they didn't recognize the problem,3,Positive,2026-03-25 20:23:45
8633,"So, she said goodbye and went home",0,Neutral,2026-03-25 20:23:45
8632,But she had to trust the shopkeeper,7,Positive,2026-03-25 20:23:45
8631,Cindy wasn't happy about this,-5,Negative,2026-03-25 20:23:45
8630,"""It's too hard for you to understand,"" the shopkeeper said",-1,Negative,2026-03-25 20:23:45
8629,"One day when Cindy was at the store, she noticed something strange: the shelves were all empty! She asked the shopkeeper why the shelves were empty",-5,Negative,2026-03-25 20:23:45
8628,She loved the store and was always greeted by the friendly shopkeeper,8,Positive,2026-03-25 20:23:45
8627,"Every day, Cindy would go to the store to get milk for her family",0,Neutral,2026-03-25 20:23:45
8626,"Once upon a time, there was a little girl named Cindy",0,Neutral,2026-03-25 20:23:45
8625,What a delicious dinner!,6,Positive,2026-03-25 20:23:45
8624,He had experienced the special and delightful taste of a strawberry,8,Positive,2026-03-25 20:23:45
8623,""" Charlie picked one up, took a bite, and smiled",5,Positive,2026-03-25 20:23:45
8622,"On the table was a plate full of fresh strawberries! He smiled and said, ""Mommy, did you know strawberries were my favorite?"" His mommy smiled and said, ""I had a feeling you would like them! Go ahead and taste them, they are so delicate and sweet",10,Positive,2026-03-25 20:23:45
8621,"When they arrived home, Charlie couldn't believe his eyes",0,Neutral,2026-03-25 20:23:45
8620,"He asked his mommy, ""What does this taste like?"" His mommy replied, ""Oh, it's very sweet! If you taste it, you'll love it!"" Charlie was so excited! He couldn't wait to get home and have his special dinner",10,Positive,2026-03-25 20:23:45
8619,"As they walked through the store, Charlie reached out and touched a strawberry",1,Positive,2026-03-25 20:23:45
8618,"Today, you can have whatever you want to eat!"" Charlie was so excited! He wondered what he should pick",5,Positive,2026-03-25 20:23:45
8617,"One day, Charlie's mommy said ""Let's go to the store and get something special for dinner",4,Positive,2026-03-25 20:23:45
8616,Charlie's mommy always said that stories were special and delicate,4,Positive,2026-03-25 20:23:45
8615,Charlie loved stories more than anything else,6,Positive,2026-03-25 20:23:45
8614,"Once, there was a small boy named Charlie",0,Neutral,2026-03-25 20:23:45
8613,She smiled with relief and promised never to try big bubblegum again,8,Positive,2026-03-25 20:23:45
8612,They showed her how to use a wet cloth to wipe the gum away,0,Neutral,2026-03-25 20:23:45
8611,So she asked for help from her parents,4,Positive,2026-03-25 20:23:45
8610,She wanted to hide but couldn't,-1,Negative,2026-03-25 20:23:45
8609,She was so ashamed,-6,Negative,2026-03-25 20:23:45
8608,Lucy looked down and saw her shirt was covered in gum,0,Neutral,2026-03-25 20:23:45
8607,She started to sneeze and sneeze,0,Neutral,2026-03-25 20:23:45
8606,"Suddenly, the bubble popped and tickled her nose",0,Neutral,2026-03-25 20:23:45
8605,She put it in her mouth and blew a huge bubble,3,Positive,2026-03-25 20:23:45
8604,One day Lucy thought it would be fun to try extra big bubblegum,5,Positive,2026-03-25 20:23:45
8603,She had lots of different flavours and she ate it every day,0,Neutral,2026-03-25 20:23:45
8602,She was three years old and she loved gum,6,Positive,2026-03-25 20:23:45
8601,Once there was a girl named Lucy,0,Neutral,2026-03-25 20:23:45
8600,She had learned her lesson that it is important to be respectful to all strangers,6,Positive,2026-03-25 20:23:45
8599,Mia was very sorry for her behaviour and decided to never do something like this again,-2,Negative,2026-03-25 20:23:45
8598,He explained to Mia that it was not appropriate to engage with strangers and it was wrong to interrupt people when they were talking,-10,Negative,2026-03-25 20:23:45
8597,Soon enough the store manager got involved,0,Neutral,2026-03-25 20:23:45
8596,He tried to explain but Mia kept on jumping and interrupting,-7,Negative,2026-03-25 20:23:45
8595,He had never seen a little girl so eager to talk to him,4,Positive,2026-03-25 20:23:45
8594,The lawyer was very confused,0,Positive,2026-03-25 20:23:45
8593,"So, Mia jumped right up to the lawyer and asked him",-4,Negative,2026-03-25 20:23:45
8592,She wanted to know what a lawyer did and why he was so dressed up,0,Neutral,2026-03-25 20:23:45
8591,Mia had never seen a lawyer before so it made her very curious,5,Positive,2026-03-25 20:23:45
8590,She saw a lawyer,0,Neutral,2026-03-25 20:23:45
8589,One day Mia was at the supermarket and she saw something unusual,-3,Negative,2026-03-25 20:23:45
8588,"At the park, she would jump into the sandbox",0,Neutral,2026-03-25 20:23:45
8587,"When walking to school, she would jump on the sidewalk",0,Neutral,2026-03-25 20:23:45
8586,"Everywhere she went, she jumped",0,Neutral,2026-03-25 20:23:45
8585,Once there was a little girl called Mia who loved to jump,5,Positive,2026-03-25 20:23:45
8584,She could tell the difference between a real card and a fake one,-5,Negative,2026-03-25 20:23:45
8583,Emily was happy to have an even better game to play,8,Positive,2026-03-25 20:23:45
8582,""" Mommy and Emily decided to get a new video game instead",0,Neutral,2026-03-25 20:23:45
8581,It doesn't match the others,0,Neutral,2026-03-25 20:23:45
8580,"""This card is fake",-5,Negative,2026-03-25 20:23:45
8579,"""You're right,"" she said",0,Neutral,2026-03-25 20:23:45
8578,"""It's fake!"" Mommy took the card and looked at it",-5,Negative,2026-03-25 20:23:45
8577,"""Mommy, this card isn't real,"" she said",0,Neutral,2026-03-25 20:23:45
8576,She pulled out one of the cards and looked closely at it,0,Neutral,2026-03-25 20:23:45
8575,"""You're doing so well!"" But then, Emily noticed something strange",-1,Negative,2026-03-25 20:23:45
8574,"""That's wonderful, sweetheart!"" Mommy replied",8,Positive,2026-03-25 20:23:45
8573,"""Mommy, I think I'm getting really good at this!"" Emily said",5,Positive,2026-03-25 20:23:45
8572,She liked watching the videos on the screen as she matched each card,4,Positive,2026-03-25 20:23:45
8571,Emily was so excited to find the matching games at the store,5,Positive,2026-03-25 20:23:45
8570,Mommy and Emily were playing a matching game together,2,Positive,2026-03-25 20:23:45
8569,She was very happy,10,Positive,2026-03-25 20:23:45
8568,"When she was done, the girl could play with her toys again and have lots of fun",7,Positive,2026-03-25 20:23:45
8567,She was very pleased with her work,9,Positive,2026-03-25 20:23:44
8566,Then she took some glue and fixed all the toys until they looked perfect,6,Positive,2026-03-25 20:23:44
8565,She made sure to wash them all so they were nice and healthy,8,Positive,2026-03-25 20:23:44
8564,She decided she would repair them and make them as good as new,4,Positive,2026-03-25 20:23:44
8563,She went in the garage and saw that they had broken,-5,Negative,2026-03-25 20:23:44
8562,"One day, the girl noticed something was wrong with her toys",-5,Negative,2026-03-25 20:23:44
8561,Inside the garage she kept her toys,0,Neutral,2026-03-25 20:23:44
8560,She had a garage,0,Neutral,2026-03-25 20:23:44
8559,"Once, there was a girl",0,Neutral,2026-03-25 20:23:44
8558,We should never take things for granted,2,Positive,2026-03-25 20:23:44
8557,"The moral of the story is that when given something, it should be treated with gratitude and respect",8,Positive,2026-03-25 20:23:44
8556,"The boy realized that it was not just available, it had been given to him to use with respect",-1,Negative,2026-03-25 20:23:44
8555,"It said, ""Take care of the boat; treat it with respect""",8,Positive,2026-03-25 20:23:44
8554,"But when he finished his ride, he noticed a sign near the shore",0,Neutral,2026-03-25 20:23:44
8553,The boy took the boat out on the lake and had a wonderful time,6,Positive,2026-03-25 20:23:44
8552,""" The boy was so excited! He couldn't wait to jump into the boat and go for a ride on the lake",5,Positive,2026-03-25 20:23:44
8551,"He asked the boat, ""Are you available?"" The boat replied, ""Yes, I am available for you to use",4,Positive,2026-03-25 20:23:44
8550,"As soon as the boy got to the lake, he noticed a boat on the shore",0,Neutral,2026-03-25 20:23:44
8549,"It looked so inviting, so he decided to climb back down to the lake",5,Positive,2026-03-25 20:23:44
8548,"When he reached the peak, he saw a lake below him",1,Positive,2026-03-25 20:23:44
8547,"One day, he decided to climb to the top of a mountain to get a better view",6,Positive,2026-03-25 20:23:44
8546,"Once upon a time, there was a boy who loved to climb",6,Positive,2026-03-25 20:23:44
8545,"The button had separated them! But it was all worth it in the end, because a silly game can bring people together in the most unexpected of ways",4,Positive,2026-03-25 20:23:44
8544,Jack and Jill were no longer together,-3,Negative,2026-03-25 20:23:44
8543,"They were safe and sound, but something was different this time",2,Positive,2026-03-25 20:23:44
8542,"Jill giggled and said: ""That was so silly!"" Jack laughed and said: ""Let's try the button one more time!"" So they pressed the button again and this time it sent them soaring high into the sky! Jack and Jill flew around, but eventually the button sent them back down to the ground",5,Positive,2026-03-25 20:23:44
8541,This time the button spun them around and around until they were dizzy,-2,Negative,2026-03-25 20:23:44
8540,"Jack shouted: ""Let's try again!"" So they took turns pushing the button again",0,Neutral,2026-03-25 20:23:44
8539,Every time they pushed the button they would separate,0,Neutral,2026-03-25 20:23:44
8538,Jack and Jill took turns pushing a big button,0,Neutral,2026-03-25 20:23:44
8537,The game was silly,0,Positive,2026-03-25 20:23:44
8536,Jack and Jill went up the hill to play a game,3,Positive,2026-03-25 20:23:44
8535,"Once upon a time there were two friends, Jack and Jill",5,Positive,2026-03-25 20:23:44
8534,"In the end, Billy was still the lightest and most graceful of them all!",5,Positive,2026-03-25 20:23:44
8533,"Then, one by one he started to pick up all the things he had weighed with the spoon",0,Neutral,2026-03-25 20:23:44
8532,Billy went flying around the world,0,Neutral,2026-03-25 20:23:44
